Folio,MES,AÑO,TRIMESTRE,PUNTO_ENTRADA,TERMINAL,AEROLINEA,NO_DE_VUELO,DESTINO_HOSPEDADO,LUGAR_DE_ORIGEN,ESTADOS_MEXICO,ESTADOS_USA,CANADA,SUDAMERICA,EUROPA,OTROS_PAIS,TIPO_PAQUETE,AGENCIA_DE_VIAJES,DONDE_COMPRO_VACACIONES,MOTIVO_PRINCIPAL,VECES_CANCUN,VECES_RANGOS,ESTANCIA,ESTANCIA_RANGOS,OTRO_LUGAR_PERNOCTO,NUMERO_DE_NOCHES,OTRO_LUGAR_PERNOCTO2,NUMERO_DE_NOCHES2,OTRO_LUGAR_PERNOCTO3,NUMUERO_NOCHES3,OTRO_LUGAR_PERNOCTO4,NUMERO_NOCHES4,NUMERO_ADULTOS,NIÑOS,TAMAÑO_GRUPO,CON_QUIEN_VIAJO,GASTO_TOTAL,GASTO_AVION,GASTO_HOTEL,GASTO_TRANSPORTE_TERRESTRE,GASTO_RESTAURANTES,GASTO_BARES,GASTO_TOURS,GASTO_COMPRA,DONDE_SE_HOSPEDO,HOTEL,TOUR1,TOUR2,TOUR3,TOUR4,OTRO_TOUR,TOUR_FAVORITO,NDONDE_COMPRO_TOUR,NADO_CON_DELFINES,SITIO1,SITIO2,Folio_2,REST_SMART_PHONE,BARES_SMART_PHONE,CENTROS_COMERCIALES_SMART_PHONE,TOURS_SMART_PHONE,OTROS_USOS_PHONE,CALIF_AEROPUERTO,CALIF_HOTEL,CALIF_AGENCIA,CALIF_TRANSPORTE,CALIF_RESTAURANTE,CALIF_BARES,CALIF_MALLS,CALIF_TOURS,CALIF_PLAYAS,CALIF_SEGURIDAD,CALIF_MEDIDAS_SANITARIAS,MEDIOS1,MEDIOS2,MEDIOS3,CUAL_RED_SOCIAL,QUE_OTRO_DESTINO_CARIBE1,QUE_OTRO_DESTINO_CARIBE2,QUE_OTRO_DESTINO_CARIBE3,CONSUMO_DE_RECURSOS,CONSUMO_DE_RECURSOS2,CONSUMO_DE_RECURSOS3,SUSTENTABLE_DESTINO_TURISTICO,IMPORTANTE_SUSTENTABILIDAD_DESTINO,QUE_OTRO_DESTINO_CONSIDERO1,QUE_OTRO_DESTINO_CONSIDERO2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE1,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE3,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE4,IMPERDIBLES1,IMPERDIBLES2,IMPERDIBLES3,PALABRAS_EXPERIENCIA1,PALABRAS_EXPERIENCIA2,PALABRAS_EXPERIENCIA3,PALABRAS_PARAISO1,PALABRAS_PARAISO2,PALABRAS_PARAISO3,E_13AÑOS19AÑOS,E_20AÑOS29AÑOS,E_30AÑOS39AÑOS,EDAD_JEFE_DE_FAMILIA,INGRESO,CAPTURISTA,ENCUESTADOR,ESTUDIO_CUAL,FECHA_CAPTURA,HORA_CAPTURA,FOLIO_3,DESTINO_DURMIO1,NOCHES_DURMIO1,DESTINO_DURMIO2,NOCHES_DURMIO2,DESTINO_DURMIO3,NOCHES_DURMIO3,DESTINO_DURMIO4,NOCHES_DURMIO4,DESTINO_DURMIO5,NOCHES_DURMIO5,DESTINO_DURMIO6,NOCHES_DURMIO6,CODIGO_POSTAL,QUE_AÑO_FUE_VISITA_ANTERIOR,DESTINOS_DEL_CARIBE_MEXICANO1,DESTINOS_DEL_CARIBE_MEXICANO2,DESTINOS_DEL_CARIBE_MEXICANO3,DESTINOS_DEL_CARIBE_MEXICANO4,DESTINOS_DEL_CARIBE_MEXICANO5,DESTINOS_DEL_CARIBE_MEXICANO6,FRECUENCIA_HA_VISITADO_DESTINOS_DEL_CARIBE,REDES_SOCIALES_INSPIRAN_ELECCIÓN1,REDES_SOCIALES_INSPIRAN_ELECCIÓN2,REDES_SOCIALES_INSPIRAN_ELECCIÓN3,REDES_SOCIALES_INSPIRAN_ELECCIÓN4,GRUPO_ÉTNICO,ORIGEN_GRUPO_ÉTNICO,HABLA_ESPAÑOL,MOTIVO_PRINCIPAL_2,MOTIVO_PRINCIPAL_3,MOTIVOS_PARA_VIAJAR,QUE_TANTO_ENTIENDE_ESPAÑOL,SE_CONSIDERA_PARTE_DE_COMUNIDAD_LGBTQ,SEXO_ENCUESTADOR
15316,5.0,2024,2,,1,106,360,1,2,,20,,,,,3,410,1,4,2,2,3,2,,,,,,,,,9,,9,3,1800,600,1100,100,,,,,1,546,145,,,,,,,2,,,15316,,,,1,,1,1,1,1,1,1,1,1,1,1,,8,,,,,,,,,,10,2,,,1,14,19,23,,,,5,2,27,6,,,,9,,3,5,2,1,1,27/05/2024,04:33:45 p. m.,15316,,,,,,,,,,,,,21224,,4,,,,,,4,2,1,3,7,3,,,10,6,5,,2,1
30011,9.0,2024,3,,2,51,701,1,1,14,,,,,,3,881,1,4,1,1,6,3,,,,,,,,,9,,9,4,750,185,560,,,,,,1,121,11,,,,,,,2,,,30011,,1,,,,2,1,2,1,2,2,2,1,1,2,,8,9,,,,,,,,,10,1,6,12,1,,,,15,69,,71,2,15,6,1,10,,9,,3,9,2,1,1,02/10/2024,05:06:52 p. m.,30011,,,,,,,,,,,,,47685,2023,,,,,,,1,2,1,,,,,,,,1,,2,1
5129,2.0,2024,1,,1,106,1418,5,2,,22,,,,,3,185,1,4,5,4,7,3,,,,,,,,,9,,9,4,13000,,,,,,,,1,1470,11,42,,,,,,2,,,5129,,,,1,,3,2,1,3,2,2,3,2,1,2,3,8,,,,1,4,10,2,3,4,8,2,,,9,19,15,23,5,3,9,,,,,,,,9,,3,3,7,1,1,13/02/2024,,5129,,,,,,,,,,,,,49423,2021,11,1,,,,,4,2,3,,,2,,,2,1,,3,2,
31056,10.0,2024,4,,2,51,1047,1,1,15,,,,,,3,,1,4,1,,4,,,,,,,,,,7,2,9,3,1500,,,,,,,,1,38,,,,,,,,2,,,31056,,,,1,,1,1,1,1,,,,,1,1,,8,,,,,,,,,,8,1,,,1,,,,,,,34,2,,,,,,9,,3,,3,1,1,16/10/2024,02:24:44 p.m.,31056,,,,,,,,,,,,,,2024,,,,,,,1,1,,,,,,,,,2,,2,2
30519,10.0,2024,4,,2,51,3518,2,1,21,,,,,,3,,3,4,3,,5,,,,,,,,,,9,,9,4,1240,,,,,,,,1,145,26,21,52,,,,,1,,,30519,,,,,,1,1,2,2,2,2,2,,1,2,,13,9,,,,,,,,,10,1,,,1,14,,,3,20,7,27,5,2,9,,,,9,,3,,2,4,1,10/10/2024,04:59:56 p.m.,30519,,,,,,,,,,,,,76800,2023,4,,,,,,3,2,3,,,,,,10,3,,,2,2
12769,4.0,2024,2,,2,55,2134,2,1,15,,,,,,1,,1,3,2,2,8,4,,,,,,,,,9,,9,3,,,,,,,,,1,840,,,,,,,,2,350,,12769,1,1,1,1,,2,1,1,1,2,4,3,2,1,1,,9,,,,,,,,,,7,1,,,1,,,,3,8,31,4,,,,,,,9,,3,5,2,1,1,26/04/2024,11:26:59 a. m.,12769,,,,,,,,,,,,,1033,2023,,,,,,,1,7,,,,,,,4,9,1,,2,2
14845,5.0,2024,2,,2,61,5220,1,3,,,4,,,,7,,4,4,2,2,7,3,,,,,,,,,9,,9,4,,,,,,,,,5,,1,5,,,,,,2,8,,14845,1,1,,,,2,2,2,2,2,2,2,2,2,2,,7,9,,,,,,,,,7,1,,,1,19,23,,5,,,,,,,,,,9,,3,4,7,4,1,24/05/2024,01:02:38 p. m.,14845,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,1,9,,,2,1
9971,3.0,2024,1,,3,28,1366,6,2,,17,,,,,3,,5,4,1,1,6,3,,,,,,,,,9,,9,3,,,,,,,,,1,459,,,,,,,,2,,,9971,,,,,,1,,,3,2,2,,,2,2,1,,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,9,,3,,2,1,1,01/04/2024,04:02:36 p. m.,9971,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,4,2,
22703,7.0,2024,3,,1,25,86,1,2,,5,,,,,7,,9,4,1,1,4,2,,,,,,,,,9,,9,4,,,,,,,,,5,,17,,,,,,,2,,,22703,,,,,,,,,,,,,,,,,12,,,,,,,,,,,2,,,1,14,,,,,,,,,,,,,9,,3,,7,1,1,30/07/2024,09:55:07 a. m.,22703,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,2,,2,,,1
17082,5.0,2024,2,1,,11,,8,4,,,,,21,,7,,2,9,1,1,4,2,,,,,,,,,1,,1,1,,,,,,,,,1,,1,3,,,,,,,47,,17082,1,1,,1,,,2,3,2,2,2,,3,3,2,,12,13,,,,,,,,,8,2,,,20,9,,,35,8,4,34,,,,,,1,8,,3,,3,11,2,12/06/2024,10:32:19 a. m.,17082,,,,,,,,,,,,,5712,,,,,,,,1,2,8,3,,,,,2,3,4,,2,2
39070,12.0,2024,4,,3,48,1948,4,2,,5,,,,,7,,3,3,1,1,14,4,,,,,,,,,8,,8,4,4450,1200,1500,,,,250,1500,1,,52,107,17,6,,,,2,252,,39070,,,,,,3,2,,3,3,2,,1,2,2,,,,,,,,,,,,7,1,,,1,14,19,23,1,,,12,25,,49,,,,8,,3,5,2,1,1,03/01/2025,01:01:29 p. m.,39070,,,,,,,,,,,,,,,8,13,6,,,,3,3,5,,,3,,,10,9,5,,1,1
30667,10.0,2024,4,,2,55,2168,1,1,18,,,,,,7,,,4,2,,5,,,,,,,,,,8,,8,4,5000,500,1000,120,,,,300,1,582,,,,,,,,2,3,,30667,,,,,,2,2,,,3,,2,,1,1,,7,,,,,,,,,,8,1,,,1,14,19,23,15,,,,,,,,,,8,,3,8,7,1,1,14/10/2024,01:22:31 p.m.,30667,,,,,,,,,,,,,64300,,8,,,,,,4,2,3,7,,1,,,11,2,1,,2,2
34733,11.0,2024,4,,2,55,2187,3,1,27,,,,,,7,,4,2,5,3,4,2,,,,,,,,,8,,8,3,600,300,,,,,,300,5,,,,,,,,,2,8,,34733,1,,,,,1,1,,,,1,,,1,1,,9,,,,,,,,,,10,3,,,17,9,15,23,50,52,15,,,,,,,,8,,3,9,7,4,1,21/11/2024,12:00:48 p. m.,34733,,,,,,,,,,,,,89515,2024,6,8,13,,,,2,2,7,,,,,,,,2,,2,1
12771,4.0,2024,2,,2,55,2134,1,1,14,,,,,,7,,1,4,2,2,9,4,,,,,,,,,8,,8,4,1750,250,250,500,250,,500,,5,,5,6,8,107,,,,2,30,,12771,1,,,1,,2,2,2,2,2,1,1,2,1,1,,14,,,,,,,,,,10,1,,,1,,,,4,16,,4,44,,13,3,,,8,,3,9,2,1,1,26/04/2024,11:32:48 a. m.,12771,,,,,,,,,,,,,,2022,13,,,,,,2,2,5,,,,,,2,9,2,,2,2
19281,6.0,2024,2,,2,98,651,1,5,,,,12,,,1,,1,,5,4,3,2,,,,,,,,,8,,8,3,1500,,,,,,300,,1,594,5,,,,,,,2,,,19281,,,,,,3,1,1,1,1,1,3,1,1,1,,9,,,,,,,,,,10,1,,,20,,,,,,,34,21,,,,,,8,,3,8,7,1,1,01/07/2024,11:30:15 a. m.,19281,,,,,,,,,,,,,503,2023,13,,,,,,3,,,,,,,,,,2,,2,1
12592,4.0,2024,2,,2,55,466,1,1,18,,,,,,7,,,2,4,4,5,3,,,,,,,,,8,,8,3,560,150,150,12,50,100,100,,2,,145,5,11,,,,,2,,,12592,1,1,1,1,,2,2,2,1,2,1,2,3,2,1,,7,9,13,,,,,,,,9,2,39,14,1,20,9,14,50,15,,69,27,5,7,3,32,,8,,3,9,7,4,1,26/04/2024,12:33:15 p. m.,12592,,,,,,,,,,,,,66460,2023,13,,,,,,3,2,1,3,7,,,,3,4,2,,2,1
2459,1.0,2024,1,,2,55,2134,1,1,31,,,,,,7,,7,4,1,1,7,3,,,,,,,,,8,,8,4,2100,1000,500,100,500,,,,3,,6,11,26,5,,,,2,,,2459,1,1,1,1,,1,1,,1,2,1,,,1,3,2,8,14,9,,4,6,,2,,,8,1,,,1,23,,,4,3,8,5,,,6,10,,,8,,3,4,7,1,1,30/01/2024,04:24:16 p. m.,2459,,,,,,,,,,,,,99312,,,,,,,,1,2,1,,,1,,,2,10,5,1,1,
28650,12.0,2024,4,,2,55,2174,6,1,18,,,,,,3,,1,10,5,4,5,3,,,,,,,,,8,,8,4,3000,1000,2000,,,,,,1,89,158,157,,,,,,2,,,28650,1,,,,,1,1,1,1,1,1,1,1,1,1,,8,,,,,,,,,,10,2,,,1,14,15,,15,,,4,17,,,,,,8,,3,,7,4,1,26/12/2024,09:31:15 a. m.,28650,,,,,,,,,,,,,66640,2024,8,6,4,,,,3,7,,,,,,,4,9,5,,2,2
27670,9.0,2024,3,,2,55,1023,6,1,33,,,,,,1,,2,4,1,1,4,2,,,,,,,,,8,,8,3,500,100,,,,,,,4,,,,,,,,,2,,,27670,,,,,,3,2,,,,,,,3,2,,9,,,,,,,,,,7,3,6,7,1,9,23,,42,25,44,71,7,64,16,6,1,,8,,3,7,2,1,1,13/09/2024,11:26:20 a. m.,27670,,,,,,,,,,,,,54240,2023,6,4,1,8,13,,3,1,,,,1,,,,,1,,1,3
28651,12.0,2024,4,,2,55,2174,6,1,18,,,,,,3,,1,4,1,1,5,3,,,,,,,,,8,,8,4,2000,,,,,,,,1,89,158,157,,,,,,2,,,28651,,,,1,,1,1,1,1,1,1,1,1,1,1,,8,,,,,,,,,,10,1,21,,1,15,,,9,,,22,71,,,,,,8,,3,8,7,4,1,26/12/2024,09:29:23 a. m.,28651,,,,,,,,,,,,,66360,,,,,,,,1,2,7,,,,,,,,2,,2,1
23215,7.0,2024,3,,1,1,543,2,1,14,,,,,,7,,9,10,2,2,7,3,,,,,,,,,8,,8,4,1500,,,,,,,,5,,5,26,21,,,,,2,,,23215,1,1,1,1,,2,2,,2,2,2,2,2,2,2,,,,,,,,,,,,10,2,,,14,9,23,,3,20,,,,,,,,,8,,3,,3,1,1,02/08/2024,12:11:25 p. m.,23215,,,,,,,,,,,,,,2022,,,,,,,,2,1,7,,,,,,,1,,2,2
35544,11.0,2024,4,,2,51,3480,6,1,33,,,,,,3,,,9,3,3,4,2,,,,,,,,,8,,8,3,1500,,,,,,,,1,465,,,,,,,,2,8,,35544,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,8,1,,,9,,,,,,,,,,,,,,8,,3,,7,4,1,28/11/2024,10:40:53 a. m.,35544,,,,,,,,,,,,,,2020,,,,,,,5,3,7,,,,,,,,2,,2,1
37916,12.0,2024,4,,2,55,2220,1,1,27,,,,,,1,,1,2,1,1,7,3,,,,,,,,,8,,8,3,1000,,,,,,,,1,45,11,26,52,,,,,2,,,37916,1,1,,1,,2,1,2,2,2,2,1,2,1,1,,9,,,,,,,,,,10,1,,,1,17,18,23,2,8,41,66,,,,,,,8,,3,9,7,4,1,18/12/2024,10:10:57 a. m.,37916,,,,,,,,,,,,,87600,,,,,,,,1,7,,,,1,,,,,1,,2,2
23070,7.0,2024,3,,2,55,219,2,1,18,,,,,,3,,2,4,10,4,5,3,,,,,,,,,8,,8,4,,,,,,,,,1,390,,,,,,,,2,,,23070,,,,,,1,1,1,1,1,,,1,1,1,,9,,,,,,,,,,9,1,,,1,,,,,,,,,,,,,,8,,3,6,3,1,1,02/08/2024,11:07:11 a. m.,23070,,,,,,,,,,,,,,2024,,,,,,,3,7,,,,,,,,,2,,2,1
8824,3.0,2024,1,,2,51,141,1,1,20,,,,,,7,,4,2,4,4,4,2,,,,,,,,,8,,8,4,,,,,,,,,1,863,,,,,,,,2,,,8824,,,,,,1,2,,3,1,1,,,1,1,2,14,9,,,1,4,8,6,,,1,1,,,1,9,,,,,,,,,,,,,8,,3,8,7,1,1,20/03/2024,11:12:37 a. m.,8824,,,,,,,,,,,,,72760,2018,8,7,1,,,,5,2,3,,,,,,,,2,1,2,
31600,10.0,2024,4,,3,28,1014,4,2,,9,,,,,7,,2,10,1,,3,,,,,,,,,,8,,8,3,,,,,,,,,5,,107,22,,,,,,2,,,31600,1,1,,,,3,,,2,2,2,,,2,3,,7,,,,,,,,,,7,1,,,19,,,,,,,,,,,,,,8,,3,9,7,4,1,24/10/2024,04:10:54 p.m.,31600,,,,,,,,,,,,,,,,,,,,,4,7,,,,3,,,4,2,6,,2,1
28593,9.0,2024,3,,3,28,82,1,2,,32,,,,,3,,6,2,3,3,3,2,,,,,,,,,7,,7,3,,,,,,,,,1,564,,,,,,,,2,,,28593,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,8,,3,,3,1,1,23/09/2024,12:37:25 p. m.,28593,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,10,,1,,2,1
26794,8.0,2024,3,3,,,,11,1,3,,,,,,7,,3,11,1,1,2,1,8,20,,,,,,,7,,7,4,1667,556,278,,611,,,222,2,,,,,,,,,,176,,26794,1,,1,,,2,2,,,1,,,,1,1,,14,,,,,,,,,,9,1,,,1,20,9,14,35,85,,51,30,,22,69,,,7,,3,,2,6,2,05/09/2024,05:24:53 p. m.,26794,,,,,,,,,,,,,21100,,,,,,,,1,2,1,7,5,,,,,,2,,2,1
24133,8.0,2024,3,,2,91,1371,5,5,,,,1,,,3,,1,4,1,1,8,4,,,,,,,,,7,,7,3,4126,2200,1144,100,,,572,110,1,711,11,21,,,,,,2,,,24133,1,,,1,,3,2,1,2,,2,2,2,1,2,,9,,,,,,,,,,1,1,27,,1,20,14,19,15,,,27,34,,6,,,,7,,3,3,2,4,1,14/08/2024,04:09:27 p. m.,24133,,,,,,,,,,,,,,,,,,,,,1,2,7,,,2,,,,,2,,2,1
37340,12.0,2024,4,,2,51,3558,1,1,28,,,,,,7,,5,10,3,3,5,3,,,,,,,,,7,,7,4,1500,770,,110,,,770,85,5,,7,11,21,,,,,2,30,334,37340,,,,1,,2,1,2,1,,,1,1,2,2,,9,,,,,,,,,,7,1,,,1,9,,,20,2,8,5,,,15,,,,7,,3,,7,4,1,13/12/2024,11:45:14 a. m.,37340,,,,,,,,,,,,,90341,2018,,,,,,,5,2,1,3,7,,,,4,,1,,,2
31774,10.0,2024,4,,3,11,1723,4,2,,9,,,,,3,,1,6,1,,12,,,,,,,,,,1,,1,1,3000,726,1034,276,,1081,216,,1,,1,6,7,22,,,,2,,,31774,1,1,1,1,,2,2,2,2,1,3,4,,1,1,,9,,,,,,,,,,8,1,,,17,23,,,,,,22,44,17,,,,,7,,3,,3,1,1,25/10/2024,11:09:01 a.m.,31774,,,,,,,,,,,,,,,,,,,,,1,2,5,,,,,,3,9,,,,
3302,2.0,2024,1,,1,25,147,4,2,,20,,,,,7,54,3,2,1,1,5,3,,,,,,,,,7,,7,4,3000,500,250,200,240,,,,5,,1,52,,,,,,2,,,3302,1,1,,,,1,1,,1,1,1,,1,1,1,1,9,,,,7,12,,,,,5,1,,,23,,,,,,,22,2,12,,,,,7,,3,,7,4,1,07/02/2024,04:12:23 p. m.,3302,,,,,,,,,,,,,20735,,,,,,,,1,2,7,,,1,,,,,,1,2,
34425,11.0,2024,4,,2,55,1025,1,5,,,,9,,,1,,4,11,5,3,7,3,,,,,,,,,4,,4,4,5200,1300,700,,,,,,1,92,11,148,158,145,,,,2,,,34425,1,1,1,1,,2,1,2,3,2,1,1,2,1,3,,14,7,9,,,,,,,,7,1,,,1,20,9,14,,,,2,5,,,,,,7,,3,4,3,1,1,19/11/2024,11:37:27 a. m.,34425,,,,,,,,,,,,,,,,,,,,,3,2,7,,,2,,,,,2,,2,
2822,1.0,2024,1,,3,48,1667,1,2,,13,,,,,7,,4,4,1,1,4,2,,,,,,,,,7,,7,3,1400,700,700,,,,,,1,594,,,,,,,,2,8,,2822,,,,,,2,1,1,1,,,,,1,1,2,14,,,,1,7,,2,3,4,8,3,,,1,19,23,,,,,5,34,,,,,,7,,3,4,7,1,1,01/02/2024,12:25:21 p. m.,2822,,,,,,,,,,,,,,,,,,,,,1,2,,,,4,,,1,,2,3,2,
8775,3.0,2024,1,,1,106,1996,1,2,,26,,,,,7,,,3,4,4,2,1,,,,,,,,,7,,7,4,5600,5600,,,,,,,1,,5,,,,,,,2,,,8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,23,,,,,,,,,,,,7,,3,2,7,4,1,21/03/2024,12:30:45 p. m.,8775,,,,,,,,,,,,,63112,2017,4,,,,,,4,,,,,2,,,,,5,3,2,
19835,6.0,2024,2,,3,28,1452,4,2,,21,,,,,3,,4,11,1,1,5,3,,,,,,,,,7,,7,4,8000,,,,,,,,1,1339,,,,,,,,2,234,38,19835,,,,,,1,1,,2,1,1,,,1,1,,14,,,,,,,,,,5,2,,,1,19,,,,,,1,2,,,,,,7,,3,5,2,1,1,02/07/2024,04:12:13 p. m.,19835,,,,,,,,,,,,,2128,,11,,,,,,5,2,7,,,2,,,10,,2,,1,3
2225,1.0,2024,1,,2,51,705,2,1,1,,,,,,3,23,2,1,1,1,4,2,,,,,,,,,7,,7,4,2570,,,,,,,,1,147,,,,,,,,2,,,2225,,,,,,1,1,1,1,,1,,,,,,8,,,,6,7,,,,,9,2,,,1,23,,,,,,,,,,,,,7,,3,,7,1,1,29/01/2024,10:50:27 a. m.,2225,,,,,,,,,,,,,27000,,,,,,,,1,2,,,,,,,,,,1,2,
1845,1.0,2024,1,,2,20,347,1,5,,,,23,,,3,,1,,1,1,7,3,,,,,,,,,7,,7,3,1800,,,,,,,,1,,32,26,,,,,,2,,,1845,,,,,,2,2,2,2,,,,,2,,,13,,,,7,12,,,,,,,,,1,15,,,,,,,,,,,,,7,,3,,7,1,1,25/01/2024,05:33:45 p. m.,1845,,,,,,,,,,,,,,,13,8,,,,,1,3,,,,1,,,,,,1,,
19146,6.0,2024,2,,2,55,2200,1,1,18,,,,,,3,,1,4,4,4,5,3,,,,,,,,,7,,7,4,885,,,,,,,,1,863,,,,,,,,2,,,19146,,1,,,,1,2,2,3,2,2,,2,1,2,,9,,,,,,,,,,9,1,,,1,20,19,15,,,,,,,,,,,7,,3,8,7,4,1,27/06/2024,04:51:28 p. m.,19146,,,,,,,,,,,,,66240,2021,,,,,,,5,2,1,3,7,,,,,,2,,2,2
16483,5.0,2024,2,,2,55,2180,1,1,27,,,,,,7,,1,10,4,4,5,3,,,,,,,,,6,,6,4,799,,,,,,,,1,72,,,,,,,,2,,,16483,,,,,,1,1,1,1,1,,,,,,,9,,,,,,,,,,8,2,,,1,23,,,,,,,,,,,,,7,,3,,3,1,1,05/06/2024,04:02:47 p. m.,16483,,,,,,,,,,,,,89060,2022,6,8,,,,,3,2,,,,,,,1,2,2,,,
1531,1.0,2024,1,,2,51,5154,2,1,6,,,,,,7,,4,2,3,3,3,2,,,,,,,,,7,,7,4,333,,,,,,,,,,5,24,,,,,,2,,,1531,1,,1,,,1,1,,2,2,2,2,2,2,2,2,9,,,,1,4,5,,,,8,1,,,1,20,,,,,,,,,,,,,7,,3,8,3,1,1,23/01/2024,12:10:22 p. m.,1531,,,,,,,,,,,,,,2023,6,,,,,,2,2,,,,,,,,,2,,,
2460,1.0,2024,1,,2,55,2134,1,1,31,,,,,,7,,5,1,3,3,6,3,,,,,,,,,7,,7,4,,,,,,,,,1,,6,11,5,26,,,,1,,,2460,1,1,1,1,,2,1,,2,3,2,2,2,1,2,3,,,,,,,,,,,5,2,,,17,,,,,,,34,,,,,,,7,,3,3,7,1,1,30/01/2024,04:20:42 p. m.,2460,,,,,,,,,,,,,99300,2022,,,,,,,2,2,1,,,,,,,,,1,2,
5529,2.0,2024,1,,2,55,2286,1,1,33,,,,,,7,,4,2,1,1,5,3,13,1,,,,,,,7,,7,4,,,,,,,,,5,,11,,,,,,,2,47,,5529,1,1,,1,,2,3,,2,1,1,2,,1,1,1,9,,,,1,6,9,,,,6,2,31,,15,23,,,8,17,,69,,,6,16,,,7,,3,,7,1,1,15/02/2024,,5529,,,,,,,,,,,,,54960,,,,,,,,1,2,1,3,,,,,4,,5,,,
34743,11.0,2024,4,,2,55,2186,1,1,18,,,,,,3,,1,10,1,1,5,3,,,,,,,,,7,,7,3,,,,,,,,,1,632,11,,,,,,,2,176,,34743,,,,,,2,1,1,1,1,,,1,1,2,,7,,,,,,,,,,9,2,,,1,17,20,9,15,,,22,,,,,,,7,,3,,7,4,1,21/11/2024,11:41:43 a. m.,34743,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,4,5,5,,,1
35369,11.0,2024,4,,2,55,2134,5,1,31,,,,,,3,,2,4,2,2,4,2,,,,,,,,,7,,7,4,,,,,,,,,1,1470,11,,,,,,,2,3,6,35369,1,1,1,1,,2,1,1,1,1,3,1,1,1,2,,8,7,13,,,,,,,,8,1,32,,1,17,20,18,81,,,39,3,,,,,,7,,3,6,7,4,1,27/11/2024,11:48:42 a. m.,35369,,,,,,,,,,,,,99099,2019,8,6,1,,,,4,2,7,5,,1,,,2,3,2,,2,1
3071,1.0,2024,1,3,,,,9,1,13,,,,,,2,,5,2,1,1,5,3,,,,,,,,,,,10,4,372,89,94,7,,116,67,,4,,119,5,,,,,,,,,3071,1,,,1,,2,2,2,2,2,2,2,2,1,2,3,8,7,,,1,6,8,1,5,,8,1,26,18,1,17,20,9,5,108,,17,2,21,,,,4,6,,3,2,7,6,2,06/02/2024,04:39:53 p. m.,3071,2,4,3,1,,,,,,,,,43731,,13,8,4,,,,3,2,1,7,,1,,,3,4,,,2,
18009,6.0,2024,2,,2,55,21978,1,1,18,,,,,,3,,7,4,4,4,6,3,,,,,,,,,9,,9,3,2200,,,,95,,500,,3,121,13,5,,,,,,2,,,18009,1,1,1,1,,2,2,2,2,2,3,1,2,3,2,,8,,,,,,,,,,9,1,6,,1,14,19,16,13,81,4,5,34,,7,3,,3,6,,3,9,2,1,1,19/06/2024,04:32:54 p. m.,18009,,,,,,,,,,,,,66410,2023,8,1,,,,,5,2,1,3,7,,,,10,11,1,,2,3
20604,6.0,2024,2,1,,,,3,3,,,,,,,7,,3,4,1,1,1,1,,,,,,,,,5,,5,4,3000,1000,300,800,,200,400,200,5,,6,8,11,18,,,,,3,,20604,1,1,1,1,,2,2,3,2,3,3,2,2,2,2,,7,14,9,,,,,,,,7,2,,,17,18,15,,15,,,5,,,6,,,,6,,3,7,7,6,2,09/07/2024,05:09:12 p. m.,20604,,,,,,,,,,,,,,,6,8,13,7,4,,2,2,1,7,,2,,,9,6,2,,2,1
29909,9.0,2024,3,,3,48,1136,3,2,,6,,,,,7,,9,4,1,1,4,2,,,,,,,,,6,,6,3,3050,1500,300,100,1000,500,50,200,5,,11,,,,,,,2,,,29909,1,1,,1,,2,,,2,3,,,2,,,,14,,,,,,,,,,7,1,,,1,17,18,,,,,,,,,,,,6,,3,2,3,1,1,02/10/2024,11:35:30 a. m.,29909,,,,,,,,,,,,,80204,,13,6,,,,,4,,,,,1,,,6,11,2,,2,2
33694,11.0,2024,4,,2,51,3081,1,1,3,,,,,,7,,1,10,1,1,7,3,,,,,,,,,6,,6,3,2700,1200,450,150,300,,500,100,5,,11,17,26,21,,,,2,8,350,33694,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,9,,,,,,,,,,10,1,21,,,,,,17,3,8,5,31,71,16,2,6,,6,,3,7,7,4,1,12/11/2024,04:02:52 p. m.,33694,,,,,,,,,,,,,22245,,,,,,,,1,2,7,,,1,,,,,,,2,1
